vw,f,vs,Ra
-2.421627977,-3.347459643,3.831371285,-0.377052453
-2.580525318,-3.679928504,4.009115364,-0.327935496
-3.019061629,-3.707446425,3.602259129,-0.272293252
-2.601734565,-3.358913431,4.007011633,-0.247242181
-2.25084007,-3.350980156,4.006584318,-0.44984496
-2.659084934,-3.352807554,3.601325541,-0.36034125
-2.434892453,-3.3593443,3.827669405,-0.373008589
-2.770327412,-3.699355565,3.830922383,-0.302137006
-3.016776628,-3.701225402,3.597319193,-0.273399578
-2.985541365,-3.68080391,3.600313678,-0.277128966
-3.265620506,-4.211275602,3.834118038,-0.186474775
-3.280801067,-4.223516167,3.832485214,-0.183989834
-3.227413125,-4.183305028,3.838317487,-0.188578727
-2.743219155,-3.676276305,3.833092958,-0.306544732
-2.571673805,-3.667296281,4.007983125,-0.328046592
-3.237479284,-4.966511857,4.006068064,-0.302031096
-2.654374668,-3.349500577,3.603482267,-0.36418045
-2.425813619,-3.361946656,3.838720775,-0.372979285
-2.98386966,-3.683701275,3.605673529,-0.27673479
-3.262817462,-4.192944436,3.822609907,-0.185334751
-2.755547447,-3.687960438,3.831273059,-0.302864561
-2.763950207,-3.695389037,3.8289516,-0.300626733
-3.51078003,-4.191852833,3.589748388,-0.182867955
-2.658667131,-3.350460878,3.595071831,-0.360380999
-3.099496092,-4.190787757,4.00519191,-0.332108155
-3.288511207,-4.215348088,3.821983612,-0.182115422
-3.007186718,-3.690476347,3.591217247,-0.274283413
-3.114127436,-4.193139134,3.998383477,-0.328759693
-2.582966225,-3.678435292,4.005591289,-0.328686258
-3.259948082,-4.19314354,3.824388803,-0.184608199
-2.650041569,-3.348896322,3.607728801,-0.364753221
-2.652561139,-3.343868212,3.595529049,-0.362774717
-3.281412939,-4.205922823,3.82134256,-0.183497261
-3.245832468,-4.166135074,3.819234111,-0.187637073
-2.753795775,-3.683069572,3.826336858,-0.30175447
-2.641862491,-3.344416507,3.611628682,-0.367047477
-3.11358013,-4.199499745,3.999828804,-0.330136456
-3.240439365,-4.178720385,3.829901713,-0.187696179
-3.499683594,-4.197008606,3.60078683,-0.185512063
-3.528787669,-4.22470842,3.603578891,-0.181302629
-2.517397462,-2.917978393,3.70739679,-0.304923181
-3.263511607,-4.202143733,3.82763782,-0.185306929
-2.456091755,-3.307226795,3.965908117,-0.331262821
-3.084503664,-4.177200033,4.004585339,-0.333852504
-2.647592247,-3.342526276,3.605136134,-0.366132359
-3.521879861,-4.201749075,3.594422983,-0.185180998
-2.587918305,-3.686867467,4.007277943,-0.3241471
-2.644812059,-3.346053247,3.60926512,-0.366569286
-3.100937366,-4.199023777,4.006502269,-0.330738683
-2.660505046,-3.353853524,3.602719976,-0.361404306
-2.075838616,-2.466603201,3.791515828,-0.302586978
-2.662543822,-3.353274051,3.600292189,-0.363517774
-3.094279774,-4.190930127,4.004494056,-0.332599962
-2.651404882,-3.342305409,3.596319147,-0.363660371
-2.998977013,-3.697994595,3.608243788,-0.274813674
-3.470729986,-4.181160943,3.610940472,-0.189941522
-2.248092857,-3.350642242,4.012101685,-0.452018551
-3.301596196,-4.231008027,3.823591987,-0.181731764
-2.766317254,-3.690204894,3.824810941,-0.301667296
-3.490430453,-4.189443377,3.603154261,-0.185980731
-3.142684746,-3.542476378,3.907826327,-0.268040016
-2.999128309,-3.686680851,3.596152657,-0.275038883
-2.254220939,-3.354677494,4.009049767,-0.451361354
-2.758750124,-3.693591621,3.837311453,-0.302069817
-3.275086514,-4.201406024,3.826447501,-0.186719623
-3.494132406,-4.19669271,3.608815886,-0.187570825
-2.428641947,-3.348613801,3.821220557,-0.374007021
-3.026457864,-3.702501196,3.589055513,-0.271623458
-3.09091905,-4.184118398,4.003067967,-0.331993851
-2.572336662,-3.682308183,4.019402054,-0.331548553
-2.984913861,-3.681231933,3.60512798,-0.278112932
-3.215326527,-4.153293735,3.830406963,-0.191184802
-2.986317982,-3.682068298,3.600390312,-0.277318674
-2.657176352,-3.354869559,3.608377198,-0.362737969
-3.09507083,-4.195177784,4.007291007,-0.330865421
-2.986301255,-3.682227213,3.60211454,-0.277425686
-3.283892146,-4.198936032,3.814067902,-0.18240579
-2.245636016,-3.339483813,4.003841954,-0.45289762
-2.755394643,-3.681520583,3.829887651,-0.305650311
-2.265399783,-3.364013908,4.001872751,-0.443951978
-2.991963511,-3.693926784,3.611306923,-0.277142005
-2.246590083,-3.340871274,4.005615139,-0.453612332
-3.260796329,-4.192662561,3.823332008,-0.184342004
-2.585399916,-4.268812822,3.954628215,-0.285332092
-3.264515197,-4.193762244,3.824110129,-0.184843135
-3.473234545,-4.170577871,3.600595518,-0.18799702
-3.000456479,-3.687848903,3.598084136,-0.277469228
-2.651504586,-3.343332997,3.597734097,-0.365475696
-2.42262145,-3.347499435,3.829610682,-0.376077318
-2.591478569,-3.691904989,4.005949729,-0.323746576
-2.651728593,-3.343790807,3.596437322,-0.363550728
-3.146735238,-4.242366684,3.999705363,-0.322865903
-2.661743332,-3.353340661,3.597555019,-0.360939233
-2.650571993,-3.347257247,3.603261416,-0.36511914
-3.253689227,-4.200032881,3.833399095,-0.186277835
-2.659642975,-3.34914864,3.594331497,-0.360746982
-3.096033021,-4.193915954,4.00685399,-0.331312404
-3.501193419,-4.190798882,3.59557228,-0.183407479
-2.253252675,-3.356396918,4.012138347,-0.452083509
-3.108433634,-4.194404102,4.000436844,-0.329821885
-3.101146871,-4.194813443,4.004562644,-0.330802921
-2.654047933,-3.348638473,3.60014255,-0.363678309
-2.762118289,-3.694406929,3.831099328,-0.301333075
-3.011844664,-3.694271948,3.59527935,-0.273417252
-2.393011656,-3.657319184,3.783620241,-0.340258567
-2.432789769,-3.356261776,3.824926378,-0.372999134
-2.42854197,-3.34712202,3.820001382,-0.373695205
-2.59862831,-3.699618756,4.008429174,-0.322522367
-3.009227031,-3.696037913,3.596275814,-0.27484963
-2.256351838,-3.34398514,3.992344132,-0.447586916
-2.766544049,-3.691926668,3.826969973,-0.302757968
-2.767950004,-3.693938858,3.826447844,-0.300225125
-3.111693851,-4.216664219,4.009293264,-0.330145508
-3.082519187,-4.187323952,4.009960989,-0.331691928
-3.231652231,-4.171912786,3.830722924,-0.188589099
-3.011645417,-3.69873831,3.595872065,-0.273448442
-3.10511716,-4.217924673,4.012659849,-0.3303581
-3.478709044,-4.176074423,3.600368253,-0.189150125
-4.076686709,-2.986666255,3.905135936,-0.373714461
-2.770575843,-3.697249359,3.825211717,-0.299538011
-3.508601846,-4.205292601,3.605401785,-0.186635931
-3.375286414,-3.443813695,3.601097544,-0.264419614
-2.274902049,-3.368253254,3.99568218,-0.44195776
-2.669680096,-3.359753305,3.59950522,-0.359475955
-3.101626158,-4.211433726,4.01339,-0.331164971
-2.768770818,-3.702167079,3.831934074,-0.299037643
-2.418342498,-3.349347099,3.833213256,-0.375687097
-2.421587551,-3.345806892,3.824690105,-0.37462017
-2.743777897,-3.68664753,3.842058645,-0.30443218
-3.128830528,-4.223028912,4.000089747,-0.327029648
-2.264911984,-3.364965478,4.006459975,-0.445733692
-3.094223713,-4.196675008,4.007719112,-0.330452561
-3.332909074,-2.688433373,3.802607006,-0.266846173
-2.783475113,-3.703824743,3.82081112,-0.299013748
-2.259616298,-3.359628228,4.005774293,-0.448012768
-2.248707569,-3.343590366,4.004368196,-0.452086546
-2.975157084,-3.684075863,3.616810565,-0.280988594
-2.602515736,-3.694553363,3.999545849,-0.323334418
-3.101670473,-4.207866148,4.009512404,-0.330011858
-2.598037998,-3.692993906,4.003885522,-0.323043966
-3.494290269,-4.207179605,3.613074723,-0.186011908
-2.755861446,-3.683582005,3.82590613,-0.301978636
-2.997930788,-3.691138315,3.601599803,-0.275778186
-3.544205075,-4.226502097,3.599196454,-0.182335383
-2.654107893,-3.223184341,3.874861598,-0.329541317
-3.528145469,-4.230697744,3.608254543,-0.182422155
-3.093603247,-4.182536344,4.004374251,-0.333970644
-2.251759353,-3.349236239,4.006187395,-0.451420916
-2.764874511,-3.694693121,3.827325055,-0.300474709
-2.421738201,-3.347802085,3.827102623,-0.375991279
-3.07261924,-4.172611458,4.010670671,-0.335245372
-2.770498321,-3.696476546,3.824213498,-0.298605407
-2.240060759,-3.557294506,3.809112229,-0.295990725
-3.267555089,-4.192456673,3.820870888,-0.185073985
-3.097476176,-4.203637574,4.008863332,-0.331276456
-3.141970992,-4.23349954,4.00066446,-0.326575915
-2.766524844,-3.691199718,3.822718306,-0.299642906
-2.252929505,-3.353673593,4.008412541,-0.450260193
-3.538261578,-4.234782288,3.60793931,-0.182043083
-2.768318961,-3.696783815,3.826351291,-0.299537774
-2.420512771,-3.342759657,3.82539668,-0.37788614
-3.119974788,-4.200950745,3.996446083,-0.32655773
-2.362256293,-3.353315795,3.848341219,-0.281022202
-2.997114054,-3.684990488,3.592078285,-0.274533878
-2.583539738,-3.684606248,4.008068766,-0.326377917
-3.466589943,-4.172529011,3.60633316,-0.189877428
-2.430806107,-3.357887438,3.828797839,-0.3725624
-3.977290817,-4.698194461,3.777385487,-0.303627985
-2.766203837,-3.695126996,3.827931003,-0.299537432
-2.761838252,-3.688568575,3.825883588,-0.302333364
-2.767864994,-3.694452559,3.821138872,-0.298235667
-2.438231412,-3.357310378,3.816998281,-0.370225785
-3.003437811,-3.841876477,4.006158153,-0.239183043
-2.412680433,-3.343390592,3.832216236,-0.377740705
-2.428242151,-3.355260598,3.832452184,-0.375358298
-3.25031266,-4.183486925,3.825569775,-0.186357686
-3.00861398,-3.693257244,3.593979911,-0.271964083
-3.462589582,-4.166589924,3.60345858,-0.190353386
-2.431040074,-3.347491557,3.813860485,-0.371572201
-2.434257285,-3.35748546,3.825254014,-0.372903863
-2.6624806,-3.354588778,3.600244349,-0.359259251
-3.456176494,-4.154563242,3.600016216,-0.191935561
-3.289706356,-4.216559986,3.822664846,-0.183154359
-3.102245671,-4.189545308,4.00024127,-0.330288948
-3.114603485,-4.210486078,4.00428255,-0.329081204
-2.760697779,-3.688636067,3.826257161,-0.301697576
-2.661689042,-3.357429664,3.605515148,-0.361517017
-2.595306615,-3.698442166,4.009405244,-0.324501624
-2.608262857,-3.698822611,3.995225789,-0.31839535
-3.472668256,-4.176581995,3.605095532,-0.189207902
-2.630885291,-3.334015317,3.610269918,-0.367837919
-3.514098034,-4.210118997,3.606076686,-0.184395021
-2.978204707,-3.675299229,3.599363669,-0.277041814
-3.095410312,-4.204318304,4.010578803,-0.3308776
-3.10836049,-4.213960536,4.009842902,-0.33005491
-3.734908179,-3.855553778,4.004183991,-0.370248562
-2.992418937,-3.686497134,3.602681467,-0.27668732
-2.770492869,-3.689825119,3.819593618,-0.300143078
-3.075282441,-4.173352456,4.009081484,-0.335423213
-2.657731695,-3.350344138,3.600667709,-0.362660938
-3.28550443,-4.214858193,3.822276129,-0.183267575
-3.507692892,-4.208396957,3.604592099,-0.185273561
-2.657635666,-3.34898342,3.599024433,-0.364606461
-2.77051686,-3.69709037,3.824659583,-0.298500082
-3.529582035,-4.203799785,3.590366754,-0.18341432
-2.65257119,-3.348533875,3.603014102,-0.364085886
-2.261585867,-3.350409299,3.996375682,-0.448489029
-3.084477681,-4.191570972,4.012077446,-0.334303915
-2.254494353,-3.350420146,4.0024553,-0.448619821
-2.438955878,-3.357012744,3.82185686,-0.372420943
-2.590443741,-3.690664476,4.009224019,-0.325526399
-2.768359471,-3.694464763,3.825007616,-0.299746847
-3.236771027,-4.181640429,3.831982773,-0.188642888
-2.783940343,-3.701797916,3.81880974,-0.298958142
-2.964964274,-3.673306307,3.611358802,-0.28083012
-2.988898834,-3.685155686,3.602207756,-0.276619892
-3.115631421,-4.227806463,4.01192617,-0.328482907
-2.675586836,-3.357660509,3.588009136,-0.357685809
-2.973392266,-3.683735273,3.614817672,-0.278779409
-2.608227542,-3.705028355,4.00162063,-0.320844771
-2.976585985,-3.977484425,3.601441084,-0.34334374
-2.977437822,-4.238832871,3.956489587,-0.306641961
-2.444546518,-3.370908404,3.828488746,-0.369362758
-2.655232214,-3.355558514,3.607768003,-0.361705394
-3.081515474,-4.180884501,4.007360505,-0.329655482
-2.578894964,-4.570500556,3.802292312,-0.301045429
-3.100609879,-4.191568333,4.004704137,-0.33320925
-3.27538743,-4.183172218,3.813610653,-0.184464692
-3.110042458,-4.202325951,4.002697422,-0.329061048
-2.659003947,-3.3480543,3.596216508,-0.362311035
-2.58034475,-3.672910633,4.002458993,-0.327310057
-2.254660873,-3.348655963,4.000931713,-0.447973434
-3.469736142,-4.173610794,3.607844498,-0.190167482
-2.257762543,-3.354812915,4.004847448,-0.449864185
-3.106348083,-4.200696213,4.004843858,-0.33030304
-3.493751324,-4.186815388,3.602463721,-0.186616424
-2.435300454,-3.353706794,3.819655439,-0.373231321
-2.660790406,-3.354447122,3.603047099,-0.36333826
-2.433785095,-3.352563222,3.821507229,-0.373997881
-2.581964635,-3.671421739,4.00057184,-0.326483486
-2.598093861,-3.700539297,4.009477322,-0.32266803
-3.290385639,-4.218047385,3.822663158,-0.181295021
-2.757777313,-3.688393733,3.832260007,-0.303561584
-2.65269072,-3.342567686,3.598611857,-0.365549492
-3.535094742,-4.203641584,3.591865298,-0.183654338
-2.423542574,-3.344096978,3.821653399,-0.374917343
-2.979311759,-3.670697303,3.592031942,-0.277295507
-3.292885228,-4.214773506,3.819705247,-0.181029568
-2.258645718,-3.359487234,4.008277616,-0.447935907
-2.657069067,-3.350903622,3.602292802,-0.363374333
-2.668417518,-3.359402523,3.59924613,-0.359204886
-2.604457781,-3.705746466,4.004723444,-0.319201603
-2.981014182,-3.675663419,3.597029974,-0.277202485
-2.78321098,-3.705124869,3.82125596,-0.297296696
-2.667131663,-3.355899163,3.602096129,-0.363230678
-2.985092811,-3.681820267,3.600020873,-0.276201489
-3.102396348,-4.183613507,3.996880029,-0.329899378
-2.271261678,-3.366564819,3.996563863,-0.441908461
-2.668156949,-3.357457213,3.597822755,-0.359934086
-4.751215579,-2.667480248,3.710861822,-0.249769791
-2.250867397,-3.348136227,4.006775686,-0.453678481
-2.640429099,-3.337813936,3.601209768,-0.367587929
-3.367036406,-3.237749156,3.877926843,-0.349112806
-3.513831434,-4.197650027,3.597067635,-0.185298129
-3.471880978,-4.187999326,3.610917821,-0.18829579
-3.28104594,-4.206395082,3.821428898,-0.184049319
-3.254992435,-4.179737819,3.821428656,-0.186185612
-3.023724719,-3.706739924,3.593569714,-0.269059241
-3.113908369,-4.216739205,4.007938244,-0.329809413
-3.095260411,-4.18949683,4.003867242,-0.332530812
-2.585095109,-3.679918193,4.005026843,-0.326974737
-2.992998742,-3.689024892,3.600694434,-0.274964056
-3.28316443,-4.217612069,3.824129345,-0.182576617
-2.977293056,-3.679700914,3.607260577,-0.278703868
-2.255088376,-3.355228127,4.008926855,-0.451675584
-3.532144424,-4.212793151,3.596800037,-0.1827605
-3.482648543,-4.184249941,3.603001731,-0.18637697
-3.014951428,-3.702219915,3.601370517,-0.274980001
-3.492650749,-4.185127398,3.597813543,-0.186207298
-2.774468951,-3.693648615,3.818880871,-0.297963456
-3.458239468,-4.161613948,3.597889304,-0.189151806
-2.439740092,-3.359007489,3.816903013,-0.370099116
-3.020156789,-3.702386385,3.59492289,-0.271967102
-3.516702078,-4.208768059,3.601952509,-0.18522792
-3.031961075,-3.714849697,3.598327251,-0.271090551
-3.531889049,-4.223916196,3.60425585,-0.182556085
-2.424863469,-3.347951999,3.825808813,-0.376658953
-2.609888604,-3.706312231,4.000321017,-0.319512342
-2.424511831,-3.345882369,3.824433555,-0.377350036
-2.579857068,-3.898832305,3.916769379,-0.252073698
-2.759535716,-3.688498074,3.827252194,-0.300939169
-3.48706222,-4.178941184,3.593253148,-0.186665552
-2.25008192,-3.349870844,4.00730194,-0.449293654
-3.27362639,-4.20569483,3.827498417,-0.186444271
-3.006936147,-3.691905169,3.593423714,-0.272249836
-2.259506869,-3.357138395,4.002825208,-0.447735567
-2.769675455,-3.694802805,3.824911176,-0.300646284
-2.713937077,-2.665372298,3.980431418,-0.279089372
-3.27655,-4.206955547,3.825305233,-0.184691322
-2.652542684,-3.206932577,3.601665715,-0.323729924
-3.235645988,-4.182195194,3.835179196,-0.187791519
-3.504936832,-4.185639255,3.590024244,-0.184413582
-2.567530213,-3.662832239,4.006943607,-0.331216359
-3.506672354,-4.204799655,3.607318297,-0.185735725
-3.080037544,-4.180367788,4.008856138,-0.333167237
-3.514798501,-4.202764682,3.600017497,-0.184930334
-2.44981269,-3.363968311,3.817047256,-0.370070513
-2.414367627,-3.344838537,3.834567985,-0.377826313
-2.669683993,-3.352664216,3.587492354,-0.36020929
-2.644094927,-3.343842639,3.607818292,-0.366030354
-3.52549419,-4.20130046,3.593220882,-0.185472593
-3.295762832,-4.237739317,3.829603233,-0.180549019
-2.419051579,-3.339389409,3.821497401,-0.377125474
-2.435336953,-3.357787767,3.824824961,-0.373191646
-3.020353903,-3.706192412,3.59770202,-0.273048242
-2.253749553,-3.351849238,4.006155229,-0.450311591
-3.532784288,-4.223272601,3.601373253,-0.181828155
-3.085763528,-4.172475147,4.002079028,-0.33357597
-2.746375982,-3.673447338,3.825496674,-0.304680481
-3.493054327,-4.192207101,3.600788971,-0.184666586
-2.252875031,-3.349566038,4.004410859,-0.450403517
-3.530013416,-4.204762521,3.592596611,-0.184930123
-3.272292773,-4.1854766,3.81527374,-0.186141505
-3.116175897,-4.213641619,4.005799089,-0.328810238
-2.257027203,-3.354334754,4.004755707,-0.448814317
-2.728009283,-2.589570298,3.857954322,-0.304088411
-2.667640169,-3.358728611,3.602579571,-0.36016797
-2.246029136,-3.349668839,4.015285264,-0.45456673
-2.260025501,-3.361128561,4.008740023,-0.448019579
-2.66313369,-3.355169343,3.601106859,-0.360985284
-2.585534796,-3.683137821,4.004362024,-0.324637309
-2.744888787,-3.669915106,3.824363534,-0.306180109
-3.518351777,-4.219253603,3.607614592,-0.184361246
-2.258565679,-3.356366775,4.005270107,-0.447907544
-2.425376704,-3.346026533,3.822187012,-0.375353383
-2.430962289,-3.351730337,3.823506643,-0.373717664
-2.758124143,-3.674291422,3.817046538,-0.303500598
-2.431234753,-3.355213935,3.827882695,-0.374271967
-2.682039153,-3.363551716,3.589179936,-0.356814806
-2.766462492,-4.704988502,3.651950638,-0.297784162
-2.595611457,-3.693140448,4.003828599,-0.321506681
-2.58851704,-3.691984555,4.011124751,-0.326500595
-2.586069952,-3.682370234,4.005770423,-0.326127463
-2.987574482,-3.681684566,3.597832011,-0.276748288
-3.004302409,-3.691273542,3.599302915,-0.275730438
-3.296452707,-4.221469121,3.819158742,-0.180950847
-2.437202132,-3.363469626,3.829896367,-0.372061928
-3.524151858,-4.208038019,3.59619756,-0.182421636
-2.249207824,-3.350395975,4.010568442,-0.453517557
-2.989986317,-3.675221113,3.588565514,-0.276117185
-2.768461548,-3.68977317,3.824853303,-0.302761031
-2.979727886,-3.680097972,3.601066324,-0.276778219
-2.750531984,-3.675975504,3.825790515,-0.304938331
-2.423765185,-3.347714766,3.828789562,-0.376317027
-3.280488167,-4.197962372,3.817818499,-0.183580862
-3.257757008,-4.187943505,3.82148273,-0.184112718
-2.961418301,-3.361254103,4.005154519,-0.30599546
-2.242715181,-3.346063055,4.014283571,-0.454059825
-3.088146003,-4.173459652,4.00112474,-0.333087484
-2.448441561,-3.373637664,3.827428375,-0.3680691
-2.59056609,-3.687410391,4.005391444,-0.324200453
-4.497698022,-3.211007458,3.952983086,-0.303121125
-2.433721538,-3.354008543,3.824286232,-0.373649097
-2.605406737,-3.699614162,3.998670663,-0.320451323
-2.597008578,-3.692114638,4.002882284,-0.323656588
-2.426849495,-3.345495043,3.819213312,-0.373957359
-2.256254852,-3.354266074,4.004411923,-0.448745969
-2.570716146,-3.666452204,4.010324133,-0.331342367
-2.749966124,-3.677748317,3.828206352,-0.304906612
-2.131328069,-2.85857436,3.749829666,-0.29908148
-2.596334263,-3.700422221,4.011633201,-0.32355084
-2.988869735,-3.687939279,3.605612556,-0.276235607
-2.747931312,-3.66923478,3.822475805,-0.305017631
-3.096996507,-4.186035992,4.001960793,-0.332090318
-2.251975413,-3.346962472,4.001211665,-0.448238695
-3.00934707,-3.703159387,3.604869315,-0.273117914
-3.106525994,-4.197928086,4.004130733,-0.333011414
-2.245888263,-3.344605644,4.008034474,-0.454107576
-2.256449477,-3.353773051,4.006173492,-0.449108281
-3.278957585,-4.204912067,3.820071867,-0.183224015
-3.0138473,-3.699367415,3.596193202,-0.273296513
-3.064939351,-4.171207915,4.013468918,-0.335964091
-2.253152098,-3.34748206,4.000437701,-0.450836591
-3.272623716,-4.196030387,3.821505101,-0.185765405
-2.768932006,-3.697443609,3.828797243,-0.299596787
-2.580997028,-3.406938517,3.950928735,-0.379542774
-2.762123948,-3.681067596,3.816028873,-0.299470743
-3.017957246,-3.707473999,3.600094553,-0.271615075
-2.447805833,-3.363385042,3.815615521,-0.368635882
-2.638692616,-3.226937729,3.796338389,-0.29470661
-3.108166152,-4.19878265,4.000628777,-0.32870162
-3.540737619,-4.203598212,3.583934026,-0.182179922
-3.109568822,-4.212765011,4.008320282,-0.330540786
-2.988440386,-3.68276017,3.604633663,-0.280083979
-2.419807689,-3.346319215,3.828436995,-0.376715047
-2.758167868,-3.670837282,3.812407019,-0.301701394
-3.009881843,-3.701323169,3.601537285,-0.272376045
-3.270907523,-4.204202879,3.826189387,-0.185692869
-2.788070008,-3.704186881,3.81583608,-0.29672352
-3.527417155,-4.22072398,3.60800101,-0.18616498
-2.604589202,-3.694487517,3.996612308,-0.318756922
-3.110181565,-4.205236568,4.005583637,-0.330663196
-2.584019589,-3.689426346,4.013141282,-0.325977326
-3.48566732,-4.18630736,3.605300577,-0.189247068
-2.982802499,-3.68581615,3.608497188,-0.278002549
-2.586304252,-3.686260357,4.007772246,-0.325723405
-2.756394422,-2.861655484,3.758895691,-0.310590576
-2.432345566,-3.351922984,3.820018181,-0.372555026
-2.26094112,-3.358099113,4.001693712,-0.446400932
-2.761024724,-3.684198917,3.820377225,-0.299804885
-2.427300078,-3.34251138,3.815677801,-0.374384664
-3.094639359,-4.194764892,4.008361106,-0.331490777
-2.372043148,-2.944520838,3.823853105,-0.336706698
-3.022224156,-3.700059738,3.587578368,-0.271439554
-2.423983063,-3.345783175,3.827607454,-0.377120641
-3.102593986,-4.210706401,4.007772333,-0.328902917
-2.749157102,-3.677292507,3.826009676,-0.302812489
-3.443723289,-4.132582682,4.00398142,-0.326303544
-3.095123767,-4.184553795,4.001389941,-0.332027494
-2.663680745,-3.356722984,3.605053512,-0.362124411
-2.594069832,-4.036082627,4.005750462,-0.253946598
-2.252582799,-3.350746091,4.008493893,-0.452350849
-2.751434129,-3.682591723,3.833686233,-0.30472849
-3.563509871,-4.234138526,3.594305689,-0.180956238
-2.743674948,-3.674028225,3.830801856,-0.306964589
-3.095521163,-4.204611882,4.013648567,-0.333216281
-3.086201788,-4.176659588,4.004443098,-0.333091243
-2.656221086,-3.348705913,3.598254057,-0.363190987
-3.50886034,-4.217010611,3.608080971,-0.184205668
-3.002955597,-3.694905164,3.605600748,-0.276114025
-3.098249907,-4.184713572,4.003117592,-0.331551692
-2.736488809,-3.679703407,3.843412932,-0.307395674
-2.257861648,-3.361733487,4.011636417,-0.449702653
-3.096668246,-4.18624128,4.004158684,-0.332944301
-2.75289743,-3.676769458,3.826345957,-0.305484631
-3.091535097,-4.192594283,4.007763977,-0.331812471
-2.259532331,-3.358546041,4.003513905,-0.446085477
-3.53525209,-4.217784671,3.597981949,-0.181959332
-2.426425844,-2.300078969,4.007656677,-0.303903558
-3.020800185,-3.704667674,3.597315946,-0.27274392
-3.115413312,-4.223724986,4.010191596,-0.328407215
-2.579961939,-4.43335532,3.610909377,-0.332612721
-3.48353903,-4.188657701,3.603998228,-0.186784834
-2.590165013,-3.689034686,4.005695751,-0.324862465
-2.775741111,-3.699135631,3.824547336,-0.299933375
-2.986991598,-3.679413739,3.600167353,-0.278553298
-2.24720161,-3.349050356,4.011195817,-0.454106504
-3.490874472,-4.197561993,3.607328028,-0.185472332
-2.429912987,-3.358520601,3.833722701,-0.374087511
-3.54053192,-4.218076207,3.597013558,-0.182400511
-2.432005579,-3.355133178,3.825153364,-0.372762457
-2.772231055,-3.68770485,3.816053611,-0.300131163
-2.570445199,-3.663679723,4.004985886,-0.329392882
-3.196389648,-2.53158096,3.886409108,-0.267771424
-2.364981728,-4.507949552,3.871919748,-0.315481762
-3.488772445,-4.19336835,3.60840283,-0.187829277
-2.663903791,-3.353551297,3.593873412,-0.361323474
-2.570176649,-4.330867402,3.966331383,-0.265573111
-2.980235291,-3.68054587,3.60399814,-0.277754227
-2.421641407,-3.344859281,3.823905489,-0.373544414
-3.458511913,-4.165570116,3.607247258,-0.190205593
-2.427124201,-3.343758579,3.816136904,-0.374411311
-2.641821733,-3.333608629,3.591718297,-0.36613929
-3.479452912,-4.177795901,3.598199089,-0.185886498
-3.091705244,-2.840225893,3.740526041,-0.335794816
-3.539245708,-4.222935811,3.599495502,-0.182627871
-2.590832712,-3.688244727,4.005376674,-0.323814873
-3.469205963,-4.176727354,3.607534499,-0.189469335
-3.090025162,-4.207299124,4.0167787,-0.332208899
-3.067168923,-4.177672019,4.01545784,-0.33626687
-2.43627506,-3.356747176,3.822387719,-0.373166712
-2.426902642,-3.351626668,3.82328987,-0.374276899
-2.440286637,-3.354227827,3.813366031,-0.371520841
-2.262367559,-3.360289137,4.002836474,-0.445532646
-2.995971225,-3.698561602,3.610161001,-0.276595869
-3.0935499,-4.190222509,4.006725455,-0.331741422
-3.079792795,-4.174968545,4.002967641,-0.331950871
-2.586944439,-3.687592978,4.005878514,-0.324898058
-2.262688447,-3.361308397,4.006169267,-0.445403012
-3.203333393,-2.524843309,3.823810658,-0.419854442
-3.273772849,-4.220278099,3.833290323,-0.184747276
-3.231770493,-4.163447007,3.826026499,-0.190052372
-2.400178292,-2.358747222,3.625687202,-0.349566146
-2.455771098,-2.770836142,3.856836518,-0.294675748
-3.497554056,-4.175012122,3.587428416,-0.185901879
-2.594372864,-3.691888961,4.006622808,-0.324029997
-2.33648914,-3.988240453,3.60120535,-0.29645165
-2.667363602,-3.357352017,3.595794654,-0.358779473
-2.777388855,-3.707172208,3.82978679,-0.300258642
-2.988411325,-3.669257356,3.584828059,-0.276796425
-2.750229962,-3.682121941,3.832072947,-0.304144043
-3.096624326,-4.188842047,4.003672594,-0.331131986
-3.247327334,-4.16602232,3.818447679,-0.187162937
-2.422198367,-3.344645929,3.825844938,-0.376666396
-3.278623537,-4.20258229,3.820937344,-0.183132152
-2.99975895,-3.690230304,3.603674947,-0.277427938
-2.581182107,-3.685365573,4.011305593,-0.326815266
-3.008545238,-3.696411954,3.597243907,-0.274938766
-3.537186215,-4.215921807,3.600237906,-0.185440538
-2.974487489,-3.668000582,3.597819602,-0.279847499
-2.766352486,-3.690031604,3.821455362,-0.299956929
-2.433251599,-3.989656017,3.929601007,-0.3513324
-2.604746328,-3.702467164,4.006042941,-0.321832976
-2.247526709,-3.339320238,4.00151324,-0.45457875
-3.094506755,-4.196824393,4.009318444,-0.33156268
-2.69135604,-6.442952832,3.949260016,-0.274527853
-2.987784152,-3.679788375,3.598295778,-0.278498624
-3.091101524,-4.193922015,4.009326287,-0.333251687
-2.663704199,-3.352672612,3.595935803,-0.362567988
-2.648632031,-3.346482195,3.602523866,-0.364158573
-2.252079274,-3.344270214,4.001388198,-0.449941352
-3.003664292,-3.679214489,3.579861929,-0.274632789
-3.497403809,-4.202214606,3.609755602,-0.186930191
-2.658751026,-3.352037832,3.59652452,-0.360572789
-2.428614959,-3.353068706,3.830180862,-0.376174189
-3.482651992,-4.188970871,3.606724838,-0.187854795
-3.001973666,-3.69805887,3.604754701,-0.275239967
-3.013973387,-3.706141888,3.604150726,-0.272244496
